Episode,Reward
327,-138.2076
328,-285.85638
329,-144.68814
330,-312.98746
331,-405.22266
332,-219.4968
333,-136.7086
334,15.725597
335,-323.4132
336,-281.82028
337,-271.49988
338,-374.41742
339,-324.2813
340,-225.6803
341,-247.9476
342,-344.56735
343,-198.63057
344,-268.11194
345,-472.27478
346,-476.01913
347,-524.1554
348,-535.7937
349,-457.2506
350,-479.3201
351,-485.80908
352,-32.596966
353,-160.02837
354,-301.462
355,-211.66272
356,-382.96655
357,-247.70235
358,-42.07078
359,-239.51697
360,-183.93198
361,-268.8415
362,-184.6686
363,-165.75339
364,-312.7616
365,-134.67722
366,-374.39273
367,-447.34973
368,-26.883984
369,-229.35248
370,-130.69504
371,-372.9326
372,-304.6483
373,-387.37952
374,-273.43793
375,-240.58612
376,-206.91492
377,-349.56488
378,-372.58215
379,-253.05916
380,-415.71973
381,-376.17273
382,-398.16162
383,-163.44261
384,-267.06677
385,-422.77963
386,-373.28052
387,-337.45782
388,-232.16194
389,-390.11734
390,-347.7975
391,-188.06451
392,-416.29105
393,-472.38098
394,-520.8146
395,-479.3941
396,-486.1176
397,-524.6161
398,-524.6981
399,-533.6723
400,-546.6775
401,-530.0728
402,-503.81992
403,-507.28668
404,-224.38538
405,-226.68143
406,-138.45523
407,-326.47253
408,-252.01747
409,-199.30307
410,-234.81067
411,-268.87347
412,-256.96783
413,-172.08856
414,-151.81827
415,-248.47371
416,-244.94505
417,-53.450512
418,-339.96414
419,-292.70023
420,-20.407303
421,-265.1573
422,-153.25298
423,-156.90038
424,-254.97336
425,-406.5441
426,-501.07315
427,-472.72458
428,-504.26767
429,-524.306
430,-488.05127
431,-86.31778
432,-396.22134
433,-450.6103
434,-457.86255
435,-378.06396
436,-199.4686
437,-349.5716
438,-277.91272
439,11.695078
440,-218.64099
441,-229.94504
442,-352.72186
443,-396.14227
444,-280.60605
445,-144.98679
446,-228.18562
447,-248.44887
448,-144.0811
449,-272.50684
450,-335.65753
451,16.270529
452,-332.08786
453,-524.9174
454,-436.0161
455,-501.81802
456,-487.43088
457,-216.04138
458,-238.77632
459,-309.2799
460,-176.19113
461,-190.93857
462,-127.75656
463,-256.61685
464,-279.43024
465,-440.17755
466,-255.80342
467,-484.97635
468,-238.75583
469,-183.2698
470,-253.18431
471,-211.92758
472,-279.29333
473,-314.24463
474,-323.11194
475,-296.09747
476,-214.98172
477,-133.67706
478,-297.79468
479,-144.82338
480,-12.801565
481,-267.14258
482,-450.83417
483,-267.40317
484,-184.1997
485,-256.98663
486,-209.95831
487,-137.24475
488,-320.6056
489,-513.1184
490,-484.79544
491,-172.4453
492,-314.90372
493,-169.17273
494,-250.3388
495,-573.5
496,15.304911
497,-270.71957
498,-485.3606
499,-485.25748
500,-342.98392
501,-482.18616
502,-518.0344
503,-472.1952
504,-335.5783
505,-553.81635
506,-214.93274
507,-342.32095
508,-435.02823
509,-132.89812
510,-141.67659
511,-264.836
512,-217.8759
513,-316.2695
514,-172.85986
515,-163.67204
516,-328.5976
517,-194.97534
518,-332.84937
519,-229.96147
520,45.585884
521,19.210041
522,-472.3347
523,-467.89957
524,-514.1845
525,-322.4071
526,-254.51683
527,-192.10428
528,-229.19647
529,-530.3927
530,-402.66602
531,-168.70404
532,18.828924
533,-353.10388
534,-495.49774
535,-152.51096
536,18.82018
537,-194.66695
538,-313.6446
539,-247.20992
540,-559.0173
541,-471.0268
542,-484.23987
543,-476.58765
544,-482.10928
545,-471.78094
546,-244.9021
547,-337.98102
548,-186.65746
549,-245.89485
550,-523.24866
551,-132.03975
552,-298.66553
553,45.073063
554,-201.7381
555,-129.41425
556,-386.78314
557,43.99256
558,-254.90117
559,-234.06883
560,-4.788761
561,-335.8247
562,-371.59512
563,-239.67877
564,-254.65572
565,-295.95978
566,-184.78616
567,-201.66702
568,-145.61354
569,-150.51033
570,-277.49448
571,-207.77318
572,-435.58258
573,-482.51007
574,-427.97644
575,-223.53583
576,-480.854
577,-289.01105
578,-320.20447
579,-139.29707
580,-334.87195
581,-227.38873
582,-305.19714
583,-59.586266
584,-62.69316
585,-196.19318
586,-403.8563
587,-240.54973
588,-169.94095
589,-483.9569
590,-135.13177
591,-319.85007
592,-135.78247
593,-186.56096
594,-384.09897
595,-139.80809
596,-195.4555
597,-462.16772
598,-441.7098
599,-549.53534
600,-477.19513
601,-471.33084
602,-490.04086
603,-244.24904
604,-313.01965
605,-259.0365
606,-289.28613
607,-518.2043
608,-334.42017
609,-400.6703
610,-142.4205
611,-148.79349
612,-480.72513
613,-499.01987
614,-561.9613
615,-474.0107
616,-473.36694
617,-494.95197
618,-268.08392
619,-337.73615
620,-69.67734
621,-65.60831
622,-322.41595
623,-234.19025
624,-252.47043
625,-301.3494
626,-132.68188
627,-186.17465
628,-219.14738
629,-311.06293
630,-317.80295
631,-246.65805
632,-288.88232
633,-204.29881
634,-217.7698
635,-135.3519
636,-236.08171
637,-258.0276
638,-162.46057
639,-378.96854
640,-230.90152
641,-367.15146
642,-187.79826
643,-371.05115
644,-214.24045
645,-167.55588
646,-152.79483
647,-313.57602
648,-524.39343
649,-496.93268
650,-292.5772
651,-450.2034
652,-421.42755
653,-321.7304
654,-149.27173
655,-315.5382
656,-298.40552
657,-41.40084
658,-283.8783
659,-266.69598
660,-152.39648
661,-324.72992
662,-223.81165
663,-156.306
664,-172.7581
665,-390.74646
666,-351.19305
667,-388.08914
668,-263.74933
669,-269.61908
670,-187.35742
671,-280.06036
672,-293.4338
673,-184.26746
674,-248.79413
675,-76.59131
676,-405.46466
677,-296.43732
678,-204.83328
679,-130.57646
680,-307.8621
681,-187.2707
682,-566.9255
683,-411.35056
684,-203.86275
685,-362.95392
686,-521.98535
687,-476.8245
688,-145.51453
689,-352.7132
690,-239.79576
691,-230.04079
692,-443.0468
693,-320.6922
694,-159.08136
695,-337.90228
696,-26.54552
697,-269.45673
698,-306.22992
699,-307.86697
700,-222.65189
701,-219.2336
702,-258.02106
703,-272.93167
704,-264.2695
705,-320.81342
706,-146.03926
707,-168.2479
708,-404.23422
709,-152.00842
710,-191.48595
711,-262.64673
712,-505.63632
713,-496.71094
714,-490.96622
715,-213.91882
716,-284.46606
717,-351.65308
718,-510.3417
719,-166.29414
720,-225.44325
721,-167.00955
722,-17.7902
723,-334.83203
724,-179.72238
725,-325.9643
726,-142.28828
727,-507.54214
728,-439.68472
729,-169.72195
730,-513.73315
731,-72.71576
732,-181.92291
733,-406.20914
734,-357.6195
735,-372.6643
736,-319.82806
737,-307.18726
738,-314.62854
739,-368.2739
740,-218.68155
741,43.37731
742,-49.98729
743,-209.18146
744,3.531433
745,-255.40189
746,-258.9052
747,-333.11523
748,-318.03687
749,-286.18628
750,-162.13194
751,-165.08195
752,-161.20006
753,-73.93493
754,-470.23444
755,-141.00435
756,-265.92612
757,-147.63693
758,-268.75372
759,-500.25256
760,-366.72772
761,-216.2459
762,-76.1423
763,-236.19267
764,-273.28326
765,-144.98251
766,-177.40225
767,-340.35876
768,-188.7507
769,-345.16016
770,-89.39281
771,-257.2857
772,-264.0996
773,-66.54225
774,-287.54553
775,-87.36133
776,-173.44473
777,-236.29616
778,-462.2358
779,-81.95731
780,-485.26898
781,-486.8465
782,-554.11145
783,-474.92007
784,-475.2172
785,-528.29596
786,-240.57356
787,-165.5896
788,-198.02399
789,-146.24182
790,-234.7827
791,-156.13501
792,-219.49011
793,-463.7604
794,-381.25336
795,-324.7026
796,-366.06506
797,-69.97394
798,-189.26144
799,-244.34662
800,-267.70734
801,-327.52615
802,-192.12335
803,-288.13226
804,-322.09845
805,-311.92654
806,-294.81436
807,-223.63135
808,-202.3312
809,-218.52249
810,-270.04535
811,-293.78497
812,-372.36557
813,-4.4704094
814,-174.15593
815,-81.82182
816,-143.85025
817,-341.2954
818,-524.2963
819,-277.88654
820,-372.07404
821,-199.82932
822,-252.10884
823,-558.0165
824,-491.48346
825,-517.9097
826,-487.39435
827,-481.83728
828,-438.22534
829,-326.81464
830,-69.358955
831,-259.0699
832,-322.98615
833,-385.93713
834,-238.57689
835,-259.4847
836,-322.2165
837,-334.16498
838,-420.90176
839,-510.65607
840,-426.18018
841,-482.62634
842,-534.8454
843,-534.1758
844,-153.71344
845,-359.59494
846,-550.0752
847,-43.125107
848,-270.3144
849,-250.70291
850,-333.78967
851,-175.9902
852,-179.35641
853,-216.36243
854,-358.20325
855,-308.08057
856,-237.74799
857,-168.83261
858,-258.15637
859,-320.789
860,-279.1482
861,-421.35443
862,-62.4486
863,-198.59604
864,-338.3767
865,-505.673
866,-421.6737
867,-306.56024
868,-43.438004
869,-360.37155
870,-219.08052
871,-42.23124
872,-236.85721
873,-207.28354
874,-216.53343
875,-174.78746
876,-337.1286
877,-258.01428
878,-261.3141
879,-340.60385
880,-203.9595
881,-310.4606
882,-252.35025
883,-138.57098
884,-301.21375
885,-151.00237
886,-462.0897
887,-286.99878
888,-179.63234
889,-235.4711
890,-450.21213
891,-191.5817
892,-341.33972
893,-341.3827
894,-431.89197
895,-309.596
896,-242.07658
897,-217.90517
898,-281.91766
899,-361.06454
900,-178.07512
901,-19.616138
902,-352.53156
903,-324.4341
904,-158.79472
905,-221.27582
906,-302.45117
907,-148.13873
908,-220.46396
909,-204.48798
910,-75.85208
911,-207.58057
912,-320.23022
913,-322.13586
914,-365.82104
915,-295.0446
916,-70.35811
917,-248.18614
918,-258.57556
919,-193.38568
920,-273.59418
921,-234.06192
922,-267.2433
923,-343.89856
924,-238.9197
925,-62.00367
926,-135.66391
927,-34.70787
928,-184.84091
929,-410.00143
930,-484.6687
931,-498.64197
932,-478.89703
933,-476.51074
934,-326.5946
935,-535.9061
936,-322.99844
937,-249.0028
938,-239.64038
939,-82.20738
940,-260.2219
941,-236.99307
942,-258.24622
943,-98.485374
944,-262.91742
945,-279.71497
946,-249.43199
947,-158.41446
948,-299.9997
949,-177.47
950,-386.3939
951,-96.49515
952,-89.566795
953,-165.61386
954,-135.1788
955,-139.62619
956,-152.26474
957,-66.826935
958,-217.32162
959,-159.23883
960,-273.4781
961,-199.14317
962,-273.24573
963,-248.888
964,-500.68127
965,-165.34518
966,-340.91748
967,-180.45482
968,-71.646416
969,-237.4074
970,-285.90698
971,-353.41608
972,-138.6825
973,-336.96048
974,-376.8531
975,-227.61911
976,-363.46906
977,-268.42017
978,-299.74847
979,-136.70647
980,-311.25296
981,-145.13747
982,-215.85791
983,-71.72519
984,-240.7587
985,-164.27881
986,-363.26138
987,-189.35023
988,-383.313
989,-215.89696
990,-446.46222
991,-71.09087
992,-286.26636
993,-69.93175
994,-195.54993
995,-318.41174
996,-341.5861
997,-153.76604
998,-215.46454
999,-147.01096
1000,-158.7848
1001,-166.54324
1002,-277.51184
1003,-202.95346
1004,-166.18423
1005,18.871601
1006,-348.74493
1007,-329.4365
1008,1.5699615
1009,-316.94464
1010,-249.75891
1011,-183.66052
1012,-302.04047
1013,-224.70158
1014,-260.82812
1015,-210.5155
1016,-257.55933
1017,-192.94229
1018,-169.2449
1019,-4.947983
1020,-462.73636
1021,6.421543
1022,-256.12415
1023,-172.50064
1024,-306.51227
1025,-302.1643
1026,-296.5108
1027,-441.65564
1028,-199.97765
1029,-402.44952
1030,-196.40063
1031,-321.90637
1032,-286.198
1033,-309.75613
1034,-394.97052
1035,-296.94647
1036,-322.23517
1037,-176.91785
1038,-250.61028
1039,-226.9636
1040,-403.57922
1041,-286.8991
1042,-215.66403
1043,-197.64252
1044,-383.9624
1045,-447.49854
1046,-200.63275
1047,-191.96484
1048,-393.3735
1049,-4.9709034
1050,-169.96024
1051,-170.35986
1052,-5.2267456
1053,-150.96521
1054,-274.31396
1055,-9.521225
1056,-9.07024
1057,-225.13031
1058,-0.7715645
1059,-188.12839
1060,-340.85248
1061,-139.37149
1062,-435.55768
1063,-495.87915
1064,-288.33444
1065,-397.6434
1066,-345.77185
1067,-198.91275
1068,-248.99289
1069,-156.89015
1070,-231.25539
1071,-219.07265
1072,-261.68518
1073,-225.03903
1074,-166.04385
1075,-268.38385
1076,-347.96497
1077,9.160763
1078,-247.95145
1079,-148.74377
1080,-241.86037
1081,-311.78525
1082,-317.3946
1083,-233.28775
1084,-129.92308
1085,-15.848326
1086,-137.9062
1087,-315.52454
1088,-209.39725
1089,-24.423758
1090,-163.06224
1091,-10.3213005
1092,-245.88818
1093,-144.24089
1094,-473.14532
1095,-263.19766
1096,8.536819
1097,-360.94263
1098,-280.71747
1099,-462.23785
1100,-231.60632
1101,-497.11136
1102,-251.07973
1103,-352.9084
1104,-375.35587
1105,-310.98395
1106,-290.46457
1107,-154.59927
1108,-524.6686
1109,-547.6482
1110,-511.61447
1111,-231.11461
1112,-177.04749
1113,-212.79163
1114,-451.82343
1115,-474.9356
1116,-209.93997
1117,-171.4429
1118,-1.1328659
1119,-1.475975
1120,-337.64325
1121,-378.3528
1122,8.57832
1123,-1.221283
1124,-373.99957
1125,-162.51324
1126,-250.96492
1127,-278.78186
1128,-501.53708
1129,-211.62265
1130,-418.98868
1131,-395.82687
1132,-257.24734
1133,-238.09323
1134,-8.954208
1135,-289.28537
1136,-259.7536
1137,-157.5136
1138,-279.85468
1139,-191.45505
1140,-19.216375
1141,-328.03455
1142,-331.09567
1143,-21.45465
1144,-221.39267
1145,-527.0182
1146,-532.8999
1147,-489.60638
1148,-192.13268
1149,-346.65033
1150,-162.89403
1151,-280.39352
1152,-477.32166
1153,-215.3019
1154,-246.65134
1155,-299.091
1156,-467.20877
1157,-277.12448
1158,-251.14737
1159,-259.3288
1160,-301.62573
1161,-179.49887
1162,-27.173845
1163,-239.7298
1164,-22.11576
1165,-183.10635
1166,-235.97589
1167,-517.4171
1168,-207.57945
1169,-253.4054
1170,-245.41248
1171,16.071352
1172,-193.19699
1173,-553.43713
1174,-129.90851
1175,-336.37546
1176,-361.63486
1177,-333.8193
1178,-256.98523
1179,-353.72357
1180,-312.72772
1181,-377.643
1182,-441.21713
1183,-276.34143
1184,-292.9641
1185,-156.34088
1186,-254.71387
1187,-51.02478
1188,-300.68924
1189,-306.93423
1190,-385.15503
1191,-531.2689
1192,-309.40936
1193,-4.0166855
1194,-431.76712
1195,-259.81247
1196,-235.44485
1197,-183.47601
1198,-4.9520493
1199,-144.57199
1200,-381.41064
1201,-415.39407
1202,-555.01575
1203,-318.66113
1204,-281.35434
1205,-358.13184
1206,-238.47282
1207,-143.86937
1208,-35.57707
1209,-200.67044
1210,-231.14583
1211,-258.81073
1212,-319.24658
1213,-315.62366
1214,-147.58408
1215,-129.96738
1216,-217.94067
1217,-241.75264
1218,-350.701
1219,-245.89513
1220,-168.1788
1221,-189.03976
1222,-327.16336
1223,-167.15097
1224,-470.62762
1225,-533.97034
1226,-518.8229
1227,-512.4657
1228,-489.95038
1229,-169.23813
1230,-57.226166
1231,-309.02155
1232,-200.40683
1233,-351.8637
1234,-378.7742
1235,-228.16325
1236,-72.79118
1237,-340.95963
1238,-186.29294
1239,-218.96541
1240,-132.71472
1241,-240.70648
1242,-340.1765
1243,-128.59749
1244,-134.1772
1245,-131.96352
1246,-247.08192
1247,-224.29099
1248,-513.21204
1249,-474.10144
1250,-490.46933
1251,-551.5719
1252,-508.27133
1253,-535.3929
1254,-155.22202
1255,-326.57977
1256,10.76568
1257,-333.02448
1258,-359.8634
1259,-143.47568
1260,-268.6324
1261,-144.15756
1262,-154.49545
1263,-166.52847
1264,-136.37013
1265,-133.89412
1266,-230.4008
1267,-269.80542
1268,-256.04562
1269,-169.23206
1270,-514.9728
1271,-504.75302
1272,-560.41345
1273,-546.2922
1274,-494.47583
1275,-493.04324
1276,-288.66522
1277,-208.75732
1278,-291.86884
1279,-164.86469
1280,-265.6551
1281,-227.29544
1282,-294.64343
1283,-216.70422
1284,-152.46701
1285,-307.03583
1286,-213.0726
1287,-218.4522
1288,-144.18695
1289,-187.60178
1290,-252.86758
1291,-308.62048
1292,-301.1778
1293,-194.50107
1294,-184.58624
1295,-291.30084
1296,-137.45415
1297,-130.38547
1298,-192.33192
1299,-164.79439
1300,-444.02145
1301,-141.11462
1302,-156.94254
1303,-181.21417
1304,-219.75916
1305,-156.24843
1306,-344.5224
1307,-349.7926
1308,-409.43585
1309,-460.5011
1310,-262.6671
1311,-340.59418
1312,-242.98016
1313,46.53431
1314,-358.31418
1315,-176.92523
1316,-431.6432
1317,-296.64
1318,-233.06857
1319,-286.1142
1320,-359.73056
1321,-139.66022
1322,-214.8876
1323,-417.02512
1324,-293.59906
1325,-372.37958
1326,-343.9182
1327,-564.8723
1328,-573.5867
1329,-255.7147
1330,-558.7152
1331,-486.35846
1332,-462.74167
1333,-149.64342
1334,-561.05884
1335,-135.11102
1336,-327.22675
1337,-202.44066
1338,-348.82578
1339,-163.36777
1340,-135.24391
1341,-455.4218
1342,-195.34248
1343,-65.06893
1344,-83.43146
1345,-176.32666
1346,-307.544
1347,-172.90874
1348,-310.72742
1349,-61.766953
1350,-140.20091
1351,-249.34724
1352,-330.8485
1353,-162.12762
1354,-354.19366
1355,-141.55605
1356,-309.14978
1357,-148.24277
1358,-364.51028
1359,-329.4111
1360,-486.6541
1361,-234.85915
1362,-179.994
1363,-305.95728
1364,-151.04651
1365,-134.78676
1366,-164.09854
1367,-337.0401
1368,-258.62784
1369,-172.67502
1370,-130.19896
1371,-253.38878
1372,-284.97055
1373,-238.58586
1374,-319.69672
1375,-534.2968
1376,-139.96292
1377,-226.72264
1378,-442.67175
1379,-288.03253
1380,-192.61076
1381,-346.60864
1382,-470.71503
1383,-233.81618
1384,-127.8241
1385,-270.18546
1386,-216.86197
1387,-141.67165
1388,-137.2626
1389,-62.02465
1390,-333.5308
1391,-290.48666
1392,-483.36963
1393,-500.82343
1394,-493.20505
1395,-227.59006
1396,-479.13525
1397,-474.88034
1398,-537.781
1399,-516.83203
1400,-281.89624
1401,-181.76627
1402,-146.82361
1403,-204.47183
1404,-69.40672
1405,-333.5677
1406,-165.49893
1407,-151.01357
1408,-126.343704
1409,-302.86685
1410,-178.01898
1411,-257.34857
1412,-147.52292
1413,-160.13716
1414,-214.21541
1415,-251.21278
1416,-208.78407
1417,16.439814
1418,-175.88182
1419,-289.67865
1420,-149.17694
1421,-503.9918
1422,-327.39066
1423,-346.90497
1424,-190.19608
1425,-287.672
1426,-229.81609
1427,-242.69681
1428,-197.81644
1429,-281.76346
1430,-212.07562
1431,-335.79156
1432,-245.88599
1433,-231.14555
1434,-299.23795
1435,-238.75359
1436,-384.47147
1437,-232.29391
1438,-271.94684
1439,-135.10309
1440,-244.43878
1441,-216.16075
1442,-271.04883
1443,-161.61052
1444,-300.83005
1445,-489.67053
1446,-61.34655
1447,-300.68018
1448,-480.85663
1449,-501.06122
1450,-332.46
1451,-530.59717
1452,-137.58391
1453,-156.84666
1454,-274.40942
1455,-254.12822
1456,-177.35072
1457,-205.19244
1458,-203.25577
1459,-243.32903
1460,-318.42084
1461,-394.73257
1462,-77.41122
1463,-239.70042
1464,-158.49193
1465,-255.76704
1466,-226.65704
1467,-295.33075
1468,-330.58783
1469,-332.3977
1470,50.96176
1471,-71.928925
1472,-290.99078
1473,-154.16597
1474,-128.37045
1475,-173.63678
1476,-282.42578
1477,-149.37695
1478,-510.05844
1479,-156.96474
1480,-478.97052
1481,-496.64713
1482,-487.82352
1483,-278.78287
1484,41.710613
1485,-316.19373
1486,-249.66042
1487,-340.37885
1488,-329.05127
1489,-251.71613
1490,-265.73694
1491,-325.6582
1492,-319.09442
1493,-294.4131
1494,-263.36493
1495,-284.31244
1496,-289.7221
1497,46.851265
1498,-323.8194
1499,-369.50742
1500,-485.42538
1501,-481.66986
1502,-366.4448
1503,-526.7874
1504,-541.614
1505,-538.4628
1506,-505.71008
1507,-268.8796
1508,-126.20088
1509,-204.8003
1510,-176.96973
1511,-65.37685
1512,-386.23203
1513,-254.6792
1514,-129.9677
1515,-191.20758
1516,-349.26685
1517,-183.3604
1518,-346.03693
1519,-363.45758
1520,-302.40582
1521,-307.50977
1522,-194.54099
1523,-382.3057
1524,-220.9307
1525,-355.00574
1526,-200.90921
1527,-405.0169
1528,-136.54202
1529,-168.413
1530,-131.85497
1531,12.763351
1532,-201.28195
1533,-249.20526
1534,-185.79733
1535,-251.32051
1536,-204.47427
1537,-375.77197
1538,-77.78353
1539,-349.8833
1540,-361.54895
1541,-189.71991
1542,-347.24307
1543,-341.95215
1544,-244.30103
1545,-333.79858
1546,-255.35553
1547,-213.56776
1548,-381.61734
1549,-359.2202
1550,-294.98456
1551,-138.26498
1552,-423.27527
1553,-247.59004
1554,-508.02948
1555,-502.05823
1556,-392.26956
1557,-529.5248
1558,-480.79092
1559,-521.5011
1560,-199.51996
1561,-507.84494
1562,-483.9063
1563,-214.04681
1564,-78.47052
1565,-249.98637
1566,-187.95856
1567,-230.77295
1568,-185.6017
1569,-129.95113
1570,-489.6352
1571,-221.41022
1572,-281.83838
1573,-336.02106
1574,-394.4843
1575,-247.41095
1576,-329.1095
1577,-334.30115
1578,-206.72017
1579,40.146633
1580,-147.11786
1581,-359.39496
1582,11.985424
1583,-311.7519
1584,-211.35468
1585,-181.06662
1586,-126.76825
1587,-199.51396
1588,-254.34618
1589,-301.6568
1590,-220.97763
1591,-288.40665
1592,-470.96252
1593,-470.5024
1594,-472.27338
1595,-474.13345
1596,-542.25586
1597,-221.69684
1598,-147.74352
1599,-194.39352
1600,-269.2884
1601,-161.00175
1602,-297.2751
1603,-293.25922
1604,15.637451
1605,-199.01144
1606,-297.6106
1607,-427.26898
1608,-314.96198
1609,-328.39688
1610,-324.33868
1611,-356.12613
1612,-315.7519
1613,-322.1527
1614,-281.5742
1615,-169.59613
1616,-389.33096
1617,-227.88861
1618,-79.97556
1619,-188.26572
1620,-210.46233
1621,-80.22524
1622,-237.42711
1623,-152.27948
1624,-87.24443
1625,-221.92947
1626,-333.83313
1627,-139.03531
1628,47.399017
1629,-296.46225
1630,-347.00528
1631,-144.01727
1632,-246.64833
1633,-262.30475
1634,-177.39606
1635,-300.3576
1636,-175.12192
1637,-361.19016
1638,-489.22693
1639,-553.9314
1640,-348.9278
1641,-190.12018
1642,-294.4317
1643,-172.8991
1644,-227.87747
1645,-134.97815
1646,-281.85925
1647,-370.17676
1648,-265.47092
1649,-470.17648
1650,-334.04205
1651,-78.3515
1652,-142.0834
1653,-228.53203
1654,-362.2196
1655,-495.43793
1656,-516.12695
1657,-474.38226
1658,-251.85808
1659,-488.10458
1660,-374.3334
1661,-320.17847
1662,-61.360714
1663,-160.81456
1664,-167.5481
1665,-150.07904
1666,-156.10919
1667,-168.69177
1668,-231.54564
1669,-351.4661
1670,-44.871883
1671,-200.85266
1672,-450.41443
