Episode,Reward
4037,-174.5145
4038,-153.56125
4039,-298.36304
4040,-253.94374
4041,-449.33875
4042,-341.437
4043,-308.15488
4044,-226.92426
4045,-456.95334
4046,-204.05162
4047,-144.11385
4048,-190.84875
4049,-248.89148
4050,-350.6706
4051,-256.6367
4052,-352.3057
4053,-140.31384
4054,-126.85743
4055,-155.87245
4056,-178.77676
4057,-140.11223
4058,-310.45953
4059,-245.08577
4060,-328.16315
4061,19.408493
4062,-431.3242
4063,-346.06653
4064,-286.6776
4065,-282.75488
4066,-205.99953
4067,-224.24973
4068,-245.38786
4069,-368.05646
4070,-285.34042
4071,-237.8939
4072,-505.92163
4073,-264.5332
4074,-261.59476
4075,-163.2804
4076,-166.1036
4077,-321.75854
4078,-143.32436
4079,-238.35236
4080,-213.02734
4081,-146.23543
4082,-282.81653
4083,-403.48917
4084,-229.07271
4085,-8.422754
4086,-307.72247
4087,-211.93207
4088,-290.47742
4089,-212.59424
4090,-187.73334
4091,-179.11996
4092,-182.76074
4093,-401.5634
4094,-256.77216
4095,-236.86227
4096,-261.97217
4097,-505.99246
4098,-531.0491
4099,-172.25308
4100,13.330381
4101,-407.1417
4102,-232.66875
4103,-312.73334
4104,-148.71735
4105,-205.60464
4106,-213.50142
4107,-254.17123
4108,-307.00055
4109,-234.62463
4110,-359.66107
4111,-361.83163
4112,-44.23426
4113,-483.56345
4114,-189.49655
4115,-246.20381
4116,-353.54974
4117,-382.19797
4118,-247.69582
4119,-25.990988
4120,-158.68108
4121,-177.66898
4122,-157.60959
4123,-377.07513
4124,-158.11525
4125,-18.310663
4126,-209.84764
4127,-230.38487
4128,-369.10297
4129,-198.1091
4130,-36.93989
4131,-20.876326
4132,-255.01378
4133,-201.60611
4134,-344.22888
4135,-263.3156
4136,6.554264
4137,-424.8832
4138,-140.05617
4139,-284.7085
4140,-282.22015
4141,-354.99554
4142,-306.84314
4143,-434.65817
4144,-247.49379
4145,-192.96698
4146,-131.85497
4147,-40.887886
4148,-127.307495
4149,-226.93552
4150,-202.27382
4151,-290.47092
4152,-278.09512
4153,-381.64532
4154,-161.94434
4155,-153.69308
4156,-297.2646
4157,-194.58366
4158,-220.87433
4159,-298.81018
4160,-209.78122
4161,-358.11084
4162,-30.098011
4163,-26.58491
4164,-279.25064
4165,-190.70312
4166,-219.52588
4167,-320.4038
4168,-189.64426
4169,-210.27463
4170,-376.82077
4171,-387.17017
4172,-182.0773
4173,-206.02176
4174,-33.795227
4175,-185.44028
4176,-396.20743
4177,-225.08621
4178,-368.42377
4179,-28.22664
4180,-269.73248
4181,-313.6777
4182,-424.46582
4183,-255.16783
4184,-312.58478
4185,-470.32727
4186,-131.64493
4187,-279.88403
4188,-161.69807
4189,-278.9054
4190,-207.54706
4191,-350.71436
4192,-340.85132
4193,-142.35098
4194,-146.83109
4195,-181.19705
4196,-175.45523
4197,-314.1709
4198,-236.9362
4199,-534.53735
4200,-475.44202
4201,-483.8996
4202,-510.55508
4203,-485.12073
4204,-526.4603
4205,-573.8303
4206,-471.7273
4207,-519.42474
4208,-473.68323
4209,-534.59534
4210,-495.30243
4211,-237.5744
4212,-132.51704
4213,-284.79987
4214,-257.5298
4215,-46.269146
4216,-209.70853
4217,-49.954334
4218,-148.89082
4219,-331.38934
4220,-243.75456
4221,-288.7845
4222,-484.05908
4223,-253.72852
4224,-304.17712
4225,-152.39482
4226,-305.91602
4227,-164.1205
4228,-182.46954
4229,-370.4242
4230,-377.11758
4231,-359.9389
4232,-316.66342
4233,-235.70044
4234,-267.00867
4235,-173.64444
4236,-516.3108
4237,-262.78903
4238,-406.16605
4239,-352.2598
4240,-137.77637
4241,-354.12964
4242,-358.1318
4243,-62.613617
4244,-477.0354
4245,-352.64578
4246,-140.71613
4247,-281.77835
4248,-272.747
4249,-58.409748
4250,-293.99103
4251,-364.04892
4252,-254.60538
4253,-357.49246
4254,-456.57214
4255,-177.33311
4256,-180.54446
4257,-239.23471
4258,-168.87155
4259,-211.27168
4260,-324.11002
4261,-284.8397
4262,-480.62122
4263,-151.8528
4264,-177.96304
4265,-49.866158
4266,-165.42026
4267,-234.54631
4268,-360.5987
4269,-187.06001
4270,-288.5932
4271,-345.02817
4272,-258.66614
4273,-193.70349
4274,-177.42499
4275,-40.701042
4276,-429.36813
4277,-177.06512
4278,-309.10168
4279,-211.8807
4280,-137.8406
4281,-320.72247
4282,-160.06973
4283,-326.53217
4284,-380.3744
4285,-149.5865
4286,-259.1004
4287,-297.1328
4288,-230.64804
4289,-303.1281
4290,-157.60379
4291,-239.01407
4292,-182.77026
4293,-167.14993
4294,-134.16391
4295,-251.59789
4296,41.481663
4297,-200.93619
4298,-185.61472
4299,-298.53937
4300,-197.26
4301,-340.177
4302,-146.23969
4303,-156.31602
4304,-128.40056
4305,-193.05759
4306,-300.98676
4307,-383.6006
4308,-389.83652
4309,-381.6927
4310,-323.9864
4311,-215.88007
4312,-255.76532
4313,-396.47928
4314,-330.52847
4315,-217.66779
4316,-284.52753
4317,-209.25339
4318,-440.44943
4319,-278.53824
4320,-269.12524
4321,-253.85902
4322,-290.83545
4323,-253.42296
4324,-238.75154
4325,-231.34535
4326,-320.189
4327,-432.52878
4328,-248.94557
4329,-240.66266
4330,-49.71679
4331,-295.20453
4332,-222.90466
4333,-325.83844
4334,-407.7357
4335,-219.90515
4336,-336.27673
4337,-151.18312
4338,-316.7672
4339,-246.66637
4340,-138.43951
4341,-252.1952
4342,-133.42484
4343,-318.57867
4344,-147.91068
4345,-278.81873
4346,-284.12952
4347,-164.46097
4348,-184.88284
4349,-240.25713
4350,-303.438
4351,-443.897
4352,-187.212
4353,-349.169
4354,-192.83517
4355,-277.16946
4356,-67.574875
4357,-377.97366
4358,-234.8691
4359,-457.38437
4360,-75.492645
4361,-138.77925
4362,-253.4096
4363,-260.2574
4364,-318.24124
4365,-254.46767
4366,-170.65588
4367,-283.33228
4368,-140.25851
4369,-358.44653
4370,-365.3698
4371,-166.4825
4372,-507.808
4373,-471.06903
4374,-415.48715
4375,-470.50757
4376,-343.8602
4377,-433.66644
4378,-346.142
4379,-218.9097
4380,-318.359
4381,-327.1922
4382,-357.98785
4383,-325.97217
4384,-527.53253
4385,-146.25925
4386,-190.30481
4387,-177.97876
4388,-340.84998
4389,-333.3871
4390,-192.3831
4391,-301.20206
4392,-198.28635
4393,-138.55191
4394,-511.8872
4395,-509.81467
4396,-512.78265
4397,-510.46786
4398,-236.07712
4399,-252.98746
4400,-185.53442
4401,-187.68378
4402,-241.90178
4403,-487.6792
4404,-191.91911
4405,-153.8093
4406,-399.4817
4407,-185.22867
4408,-209.525
4409,-148.01602
4410,-345.65826
4411,-175.119
4412,-527.51514
4413,-209.43457
4414,-212.90485
4415,-262.44678
4416,-286.58508
4417,-472.7493
4418,-542.03906
4419,-489.9156
4420,-522.9232
4421,-495.71625
4422,-375.42444
4423,-279.9458
4424,-336.55826
4425,-270.0332
4426,-233.76463
4427,-223.27405
4428,-427.0636
4429,-139.53186
4430,-175.42436
4431,-193.17838
4432,-339.97217
4433,-375.92896
4434,-505.225
4435,-152.4921
4436,-134.92123
4437,-178.01413
4438,-155.1688
4439,-246.54108
4440,-476.73407
4441,-63.031868
4442,-298.13492
4443,-217.22012
4444,-171.44711
4445,-320.4334
4446,-248.46498
4447,-159.4814
4448,-301.54343
4449,-313.13232
4450,-243.28696
4451,-201.61296
4452,-372.3327
4453,-470.26517
4454,-476.10403
4455,-511.3564
4456,-470.7383
4457,-474.01596
4458,-502.28326
4459,-80.014694
4460,-66.6256
4461,-323.39822
4462,-203.79018
4463,-259.2079
4464,-161.34357
4465,-248.87117
4466,-364.23447
4467,-245.52074
4468,-145.81389
4469,-340.66367
4470,-146.13477
4471,-176.1866
4472,-270.9107
4473,-304.17194
4474,-192.10825
4475,-265.17218
4476,-216.94827
4477,-83.48543
4478,-295.08575
4479,-181.2731
4480,-430.56644
4481,-267.68695
4482,-270.7661
4483,-334.12238
4484,-315.18967
4485,-257.07852
4486,15.247799
4487,-152.79549
4488,-276.92715
4489,-210.46777
4490,-154.11285
4491,-240.74347
4492,-149.90417
4493,18.744902
4494,-144.42624
4495,-271.09247
4496,-299.98718
4497,-298.06934
4498,-170.88272
4499,-359.75684
4500,-187.86383
4501,-289.86658
4502,-291.8502
4503,-290.35895
4504,-462.2682
4505,-132.43704
4506,-291.32025
4507,-304.0268
4508,-328.14484
4509,-509.8642
4510,-378.4508
4511,-191.01593
4512,-146.45863
4513,-308.11505
4514,-142.59128
4515,-166.53789
4516,-128.3561
4517,-344.6775
4518,-180.62535
4519,-165.43005
4520,-57.237663
4521,-266.4256
4522,-335.8388
4523,-333.19684
4524,-316.00067
4525,-203.51096
4526,-319.62964
4527,-402.3984
4528,-322.62897
4529,21.360344
4530,-141.08984
4531,-321.4254
4532,-370.32886
4533,-238.07709
4534,-331.601
4535,-301.2995
4536,-396.63605
4537,-229.66415
4538,-200.82516
4539,-75.301125
4540,-132.92548
4541,-291.60645
4542,-216.35721
4543,-213.48811
4544,-333.92316
4545,-333.8034
4546,-480.5603
4547,-142.76758
4548,-133.39397
4549,49.327957
4550,-223.8141
4551,-298.6494
4552,-268.10165
4553,-211.51236
4554,-263.8595
4555,-164.4739
4556,-304.27975
4557,-221.27496
4558,-526.5619
4559,-485.8254
4560,-498.60733
4561,-386.6785
4562,-560.867
4563,-246.24792
4564,-159.04745
4565,-366.32675
4566,-374.33627
4567,-402.0466
4568,-534.5454
4569,-4.9229984
4570,-390.44757
4571,-349.28244
4572,-272.48883
4573,-353.72424
4574,-240.38867
4575,-149.34515
4576,-286.85028
4577,-209.80687
4578,-160.16406
4579,-285.86398
4580,-85.07385
4581,-188.84637
4582,-216.88916
4583,-171.22824
4584,-57.114746
4585,-242.56621
4586,-76.48939
4587,-231.90451
4588,-133.04633
4589,-323.8117
4590,-415.10434
4591,-241.74228
4592,16.859089
4593,-262.47333
4594,-127.694214
4595,-175.04431
4596,-255.6568
4597,42.264286
4598,-304.72363
4599,-279.90067
4600,-186.05237
4601,-192.12665
4602,-168.12979
4603,-149.80072
4604,-142.13184
4605,-297.24622
4606,-291.54132
4607,-465.9158
4608,-362.85364
4609,-410.99133
4610,-318.87787
4611,-452.27335
4612,-305.5474
4613,-278.13315
4614,-428.43408
4615,-170.92938
4616,-215.11002
4617,-288.84265
4618,-229.63284
4619,-220.77242
4620,-422.56775
4621,-164.29784
4622,-173.99496
4623,-381.3367
4624,-145.1019
4625,-186.03076
4626,-281.0814
4627,-257.1209
4628,-295.61517
4629,-492.43082
4630,-337.8311
4631,-297.12222
4632,-180.73862
4633,-362.18655
4634,-369.52145
4635,-173.37982
4636,-76.57444
4637,-163.71315
4638,-421.55496
4639,-265.21558
4640,-238.79092
4641,-361.67227
4642,-71.72523
4643,-205.32635
4644,-68.97613
4645,-290.44592
4646,-146.32175
4647,-389.34805
4648,-209.38364
4649,-143.29034
4650,-205.74628
4651,-299.0465
4652,-532.1904
4653,-182.21759
4654,-311.98315
4655,-299.92505
4656,-55.935204
4657,-169.40414
4658,-260.65332
4659,-225.41295
4660,-40.064526
4661,-240.97151
4662,-206.43285
4663,-249.3899
4664,-232.25917
4665,-264.19952
4666,-231.69504
4667,-231.96188
4668,-158.31628
4669,-334.87457
4670,-235.00677
4671,-293.2531
4672,-175.45605
4673,-246.08893
4674,-254.67345
4675,-185.14575
4676,-268.15564
4677,-88.35103
4678,-196.8552
4679,-157.59848
4680,-69.19918
4681,-182.9404
4682,-272.984
4683,-245.45877
4684,-212.16118
4685,-252.05576
4686,-84.04917
4687,-295.22174
4688,-232.19347
4689,-131.535
4690,-510.58188
4691,-256.45544
4692,-247.3665
4693,-288.20135
4694,-314.4405
4695,-80.85748
4696,-248.27963
4697,-202.16309
4698,-278.4488
4699,-259.34808
4700,-385.17307
4701,-235.30785
4702,-540.13904
4703,-210.69864
4704,-251.17505
4705,-185.13383
4706,-199.73785
4707,-218.97253
4708,-370.27676
4709,-167.37166
4710,-231.09258
4711,-384.7226
4712,-200.99287
4713,-185.37744
4714,-178.39389
4715,-254.16371
4716,-388.18054
4717,-230.39932
4718,-220.12231
4719,-164.37885
4720,-131.2769
4721,-321.452
4722,-219.28093
4723,-183.14822
4724,-138.30148
4725,-499.53967
4726,-295.64655
4727,-153.90323
4728,-58.32358
4729,-281.75894
4730,-261.2245
4731,-466.2206
4732,-226.98767
4733,-271.71213
4734,-372.87613
4735,-441.75342
4736,-175.485
4737,-289.38818
4738,-275.44812
4739,-282.23553
4740,-63.94287
4741,-363.16644
4742,-294.67557
4743,-212.87213
4744,-154.32698
4745,-272.49838
4746,-77.17546
4747,-312.48013
4748,-125.24212
4749,-247.85179
4750,-190.19278
4751,-229.75775
4752,-402.37848
4753,-292.16742
4754,-188.43652
4755,-376.0766
4756,-181.47717
4757,-157.8056
4758,-179.47154
4759,-353.4355
4760,-358.31308
4761,-279.31616
4762,-306.6358
4763,-249.06151
4764,-306.956
4765,-153.17636
4766,-77.17819
4767,-318.08002
4768,-377.5781
4769,-300.30115
4770,-234.89005
4771,-140.53864
4772,-149.23537
4773,-268.97467
4774,-216.14412
4775,-388.96548
4776,-185.96927
4777,-82.696495
4778,-259.79245
4779,-37.852074
4780,-175.30698
4781,-401.8425
4782,-286.08875
4783,-344.1399
4784,-201.7088
4785,-297.52914
4786,-198.97762
4787,-278.0337
4788,-187.11934
4789,-283.53534
4790,-320.25372
4791,-326.4549
4792,-389.97995
4793,-367.56186
4794,-294.98114
4795,-247.96053
4796,45.647377
4797,-266.5074
4798,-433.1754
4799,-196.857
4800,-293.4934
4801,-243.26085
4802,-290.0087
4803,-219.50555
4804,-159.55896
4805,-246.82321
4806,-304.7486
4807,-191.38922
4808,-318.56415
4809,-304.93985
4810,-312.55127
4811,-394.22766
4812,-253.63344
4813,-135.9757
4814,-27.093721
4815,-340.08386
4816,-224.35101
4817,-249.61462
4818,-243.53995
4819,-203.69733
4820,-192.33202
4821,-62.633373
4822,-392.3411
4823,-261.5968
4824,-564.90063
4825,-499.9328
4826,-394.4241
4827,-500.03778
4828,-474.80685
4829,-356.67792
4830,-351.6822
4831,-195.51926
4832,-375.74088
4833,-55.475098
4834,-320.66284
4835,-280.7525
4836,-332.19342
4837,-200.7486
4838,-462.23102
4839,-182.88718
4840,-310.91187
4841,-77.98508
4842,-338.97375
4843,-173.14081
4844,-207.33932
4845,-60.611954
4846,-52.623848
4847,-330.46338
4848,-354.38965
4849,-372.93848
4850,-83.79872
4851,-329.82062
4852,-287.55566
4853,-269.5502
4854,-307.78906
4855,-160.68732
4856,-412.13535
4857,-395.81076
4858,-241.64629
4859,-381.77478
4860,-276.41016
4861,-324.18176
4862,-145.4019
4863,-220.43112
4864,-195.03961
4865,-334.33923
4866,-237.52077
4867,-159.52739
4868,-63.59356
4869,-173.60869
4870,-380.70847
4871,-450.27457
4872,-494.71747
4873,-168.42657
4874,-138.99475
4875,-302.3402
4876,-91.586914
4877,-177.81744
4878,-310.11627
4879,-432.95483
4880,-355.76154
4881,14.864653
4882,-304.4668
4883,-273.7328
4884,-320.32654
4885,-261.36798
4886,-225.2843
4887,-326.5296
4888,-143.8309
4889,-294.01755
4890,-236.53098
4891,-189.10352
4892,-356.1911
4893,-209.60126
4894,-139.64493
4895,-150.29355
4896,-81.36608
4897,-164.1026
4898,-158.70609
4899,-78.666504
4900,-265.9347
4901,-206.05913
4902,-355.11273
4903,-351.03848
4904,-353.30753
4905,-48.24999
4906,-349.71735
4907,-221.09901
4908,-271.07233
4909,-251.50777
4910,-203.16379
4911,-223.38135
4912,-345.95215
4913,-281.36438
4914,-353.7989
4915,-278.50836
4916,-237.11508
4917,-245.4967
4918,-369.15955
4919,-381.18057
4920,-205.2067
4921,-137.80112
4922,-266.63715
4923,-287.95184
4924,-198.98438
4925,-335.24945
4926,-314.5573
4927,-289.73328
4928,-140.21205
4929,-292.5291
4930,-314.919
4931,-174.9297
4932,-387.28915
4933,-287.92474
4934,-34.739655
4935,-10.671522
4936,-58.399185
4937,-271.3802
4938,-168.80615
4939,-351.0362
4940,-383.9931
4941,-390.31302
4942,-414.42355
4943,-473.43726
4944,-472.88486
4945,-491.7647
4946,-473.8112
4947,-448.6176
4948,-478.55676
4949,-475.41006
4950,-436.2771
4951,-243.89981
4952,-345.8777
4953,-166.20312
4954,-185.22935
4955,-424.71844
4956,-193.24306
4957,-328.3286
4958,-231.95111
4959,-309.9613
4960,-76.34779
4961,-159.22192
4962,-501.23825
4963,-381.12537
4964,-377.75995
4965,-189.08395
4966,-187.76837
4967,-60.170586
4968,-289.43414
4969,-364.89545
4970,-272.3497
4971,-224.4518
4972,-461.42007
4973,-354.83014
4974,-226.48492
4975,-214.15002
4976,-309.08282
4977,-529.74176
4978,-132.60033
4979,-355.7144
4980,-326.51767
4981,-343.73132
4982,-256.7613
4983,-481.76743
4984,-174.22424
4985,-127.10802
4986,-168.14139
4987,-294.26373
4988,-140.70126
4989,-220.71115
4990,-170.06024
4991,-191.45886
4992,-249.41608
4993,-324.24506
4994,-243.54303
4995,-440.88293
4996,-161.77188
4997,-223.78448
4998,-147.97166
4999,-161.96729
5000,-375.01144
5001,-142.21225
5002,-484.6421
5003,-140.5646
5004,-404.0917
5005,-296.529
5006,-157.89664
5007,-196.4578
5008,-345.66565
5009,-383.2542
5010,6.6496964
5011,-199.08073
5012,-341.04425
5013,-201.82263
5014,-508.68924
5015,-186.77841
5016,-213.21718
5017,-389.50085
5018,-306.5315
5019,-252.60483
5020,4.361023
5021,-305.4334
5022,-136.35565
5023,-213.90086
5024,-486.49048
5025,-210.74052
5026,-190.08282
5027,-209.78772
5028,-175.40689
5029,-230.60745
5030,4.44586
5031,-268.3322
5032,-314.59015
5033,-273.558
5034,-302.40717
5035,-181.29007
5036,-192.71753
5037,-136.35463
5038,-264.90906
5039,-325.48474
5040,-200.40149
5041,-264.5187
5042,-130.84357
5043,-157.12267
5044,-368.88986
5045,-187.52014
5046,-191.84593
5047,-212.09845
5048,-266.61252
5049,-199.8974
5050,-289.3166
5051,-241.45512
5052,-164.34836
5053,-441.8096
5054,-412.859
5055,-406.76334
5056,-177.39728
5057,-273.9685
5058,-312.57513
5059,-516.7651
5060,-277.74725
5061,-257.16873
5062,-217.16849
5063,11.619352
5064,-79.54162
5065,-148.13095
5066,-196.7323
5067,-366.36282
5068,-152.42865
5069,-345.38348
5070,-230.78589
5071,-229.77293
5072,-304.6887
5073,-183.48639
5074,-260.97467
5075,-443.501
5076,-225.2155
5077,-14.107281
5078,-404.86072
5079,-273.63718
5080,-373.33508
5081,-268.5287
5082,-260.56195
5083,-268.4828
5084,-302.08972
5085,-130.26717
5086,-185.38657
5087,-174.07854
5088,-244.54984
5089,-133.47305
5090,-249.8688
5091,-144.47058
5092,-288.00958
5093,-292.49667
5094,-331.14398
5095,-292.4677
5096,-427.76605
5097,-247.5219
5098,-398.91608
5099,-260.50943
5100,-23.906013
5101,-311.52472
5102,-87.43284
5103,-141.2432
5104,-158.3847
5105,-322.06616
5106,-249.23671
5107,-306.29523
5108,-183.42645
5109,-385.48636
5110,-191.99004
5111,-182.69183
5112,-235.66481
5113,-180.73898
5114,-25.294556
5115,-197.77063
5116,-135.69138
5117,-280.01764
5118,-181.36475
5119,-208.15393
5120,-165.69295
5121,-268.40723
5122,-350.6668
5123,-395.42487
5124,5.766762
5125,-470.73474
5126,-486.86948
5127,-521.1188
5128,-518.6471
5129,-558.8964
5130,-485.41467
5131,-421.34326
5132,-473.49902
5133,-434.04016
5134,-221.07248
5135,-142.27524
5136,-145.23013
5137,-144.62694
5138,-199.21545
5139,-175.81442
5140,-316.54742
5141,-313.69244
5142,-330.2941
5143,-303.87128
5144,41.639004
5145,-302.9244
5146,-280.57913
5147,-193.6033
5148,-187.8188
5149,-181.38943
5150,-461.11685
5151,-206.84262
5152,-7.9599953
5153,13.015903
5154,-245.5787
5155,-176.04837
5156,-136.50305
5157,-136.78088
5158,-342.9358
5159,-309.81152
5160,-300.9167
5161,-480.3489
5162,-157.68045
5163,-416.85754
5164,-286.96735
5165,-450.48434
5166,-457.89636
5167,-319.6535
5168,-297.74753
5169,-216.81364
5170,-269.4214
5171,-242.85822
5172,-322.29327
5173,-136.80896
5174,-193.18997
5175,-180.46182
5176,-293.1538
5177,-393.54175
5178,-188.28171
5179,-327.857
5180,-272.80865
5181,-272.84387
5182,-204.31497
5183,-385.38605
5184,-38.34211
5185,-365.3558
5186,-367.77097
5187,-197.2378
5188,-262.89328
5189,-203.89728
5190,-274.23065
5191,-243.61804
5192,-324.7986
5193,-232.62277
5194,-137.20381
5195,-235.78798
5196,-363.43408
5197,-279.21085
5198,4.4578476
5199,-482.81873
5200,-221.22543
5201,-390.49152
5202,-134.69011
5203,-63.908962
5204,-200.45525
5205,-376.02573
5206,-139.62985
5207,-324.24677
5208,-52.40799
5209,-184.70653
5210,-135.80606
5211,-148.52753
5212,-207.14789
5213,-175.00476
5214,-204.8212
5215,44.762432
5216,-149.82092
5217,42.954895
5218,-185.65941
5219,-300.78806
5220,-249.8955
5221,-135.46942
5222,-431.27744
5223,-488.49414
5224,-153.69678
5225,-233.95372
5226,-405.01462
5227,-520.7652
5228,-185.56906
5229,-132.85509
5230,-238.7069
5231,-367.80893
5232,-179.43242
5233,-133.93985
5234,-153.0679
5235,-252.69731
5236,-176.04044
5237,-144.313
5238,-141.6903
5239,-452.36896
5240,-205.64807
5241,-241.71274
5242,-259.14142
5243,-173.5028
5244,-55.786682
5245,-477.18344
5246,-147.36438
5247,-303.279
5248,-239.22255
5249,-154.54333
5250,-5.9892426
5251,-262.78723
5252,-36.416435
5253,-262.5318
5254,-173.73291
5255,-257.35977
5256,-131.40714
5257,-321.01898
5258,-189.21494
5259,-279.85916
5260,-203.17029
5261,-155.47412
5262,-222.09177
5263,-136.48886
5264,-47.740757
5265,-159.6484
5266,-359.88834
5267,-209.2966
5268,-297.74054
5269,-143.5463
5270,-61.670094
5271,-209.97542
5272,-152.58218
5273,1.3262062
5274,-211.80573
5275,-212.09334
5276,-169.32565
5277,-63.130497
5278,-290.86536
5279,-363.6003
5280,-290.30338
5281,-281.10162
5282,-317.78387
5283,-178.75784
5284,-146.46548
5285,-70.73276
5286,-174.64218
5287,-145.31934
5288,-251.0671
5289,-323.12213
5290,-248.91014
5291,48.77371
5292,-297.83508
5293,-172.17297
5294,-323.44324
5295,-337.48383
5296,-214.53468
5297,-336.69955
5298,-271.1397
5299,-313.36862
5300,-206.9046
5301,-385.4583
5302,-488.8005
5303,-480.9924
5304,-414.17764
5305,-398.2798
5306,-159.80983
5307,-317.25946
5308,-272.65802
5309,-472.276
5310,-67.94976
5311,-344.23068
5312,-281.80835
5313,-446.0927
5314,-262.01608
5315,-181.11597
5316,-247.14143
5317,-360.27124
5318,-154.70297
5319,9.127243
5320,-203.27856
5321,-151.19748
5322,-313.82318
5323,-267.89874
5324,-288.5313
5325,-318.1928
5326,-178.12216
5327,-158.7435
5328,-285.42816
5329,-354.12653
5330,-261.32376
5331,-288.83737
5332,-318.8241
5333,-206.6347
5334,-502.71484
5335,-262.5878
5336,-60.81678
5337,-132.92072
5338,-143.62994
5339,-359.56445
5340,-281.8031
5341,-157.14944
5342,51.172672
5343,-402.42084
5344,-139.88971
5345,-245.4103
5346,11.504433
5347,-138.60094
5348,-265.96637
5349,-288.58832
5350,-358.87057
5351,14.397373
5352,-282.34137
5353,-272.90912
5354,-386.6569
5355,-296.60995
5356,-517.3672
5357,-269.69052
5358,-314.01575
5359,-313.84583
5360,-190.91199
5361,-309.70935
5362,-259.04987
5363,-141.23668
5364,-163.86002
5365,-283.3117
5366,-319.79858
5367,-161.63084
5368,-343.17816
5369,20.247269
5370,-350.27667
5371,-148.88608
5372,11.690483
5373,-288.36288
5374,-292.51343
5375,-155.84747
5376,-406.87106
5377,-379.26746
5378,-387.88614
5379,-254.81407
5380,-483.73563
5381,-252.85843
5382,-44.514038
5383,-405.7046
5384,-174.41077
5385,-331.33524
5386,-305.1756
5387,-463.8956
5388,-235.52037
5389,-254.29344
5390,-239.82362
5391,-299.43146
5392,-252.86325
5393,-166.99286
5394,-328.68402
5395,-210.06485
5396,-364.2133
5397,-320.15228
5398,-247.91588
5399,-207.31485
5400,-386.5209
5401,-421.35596
5402,-424.34213
5403,-428.83447
5404,-394.98157
5405,-130.01186
5406,-376.21378
5407,-65.48821
5408,-521.578
5409,-352.406
5410,-353.2968
5411,-132.71262
5412,-188.95776
5413,-53.487064
5414,-170.94463
5415,-170.86816
5416,-339.3686
5417,-198.70871
5418,-173.73053
5419,-295.31848
5420,-227.40906
5421,-182.13022
5422,-277.85474
5423,-340.14722
5424,-278.53046
5425,-254.32532
5426,-161.97673
5427,-202.88994
5428,-297.15747
5429,-204.70636
5430,-386.47852
5431,-426.9962
5432,-456.21506
5433,-466.67017
5434,-447.25467
5435,-316.26904
5436,-390.51358
5437,-306.04315
5438,-261.9366
5439,-268.2912
5440,-302.46307
5441,-294.75708
5442,-47.222824
5443,-218.95674
5444,-34.09101
5445,-165.06949
5446,-153.91998
5447,-260.70483
5448,-271.247
5449,-314.1696
5450,-416.788
5451,-169.20026
5452,-315.25873
5453,-164.60736
5454,-219.67494
5455,-240.55168
5456,-225.52454
5457,-63.941273
5458,-309.6765
5459,-183.18146
5460,-240.0159
5461,-286.9198
5462,-69.942474
5463,-215.34872
5464,-22.582605
5465,-174.61661
5466,-304.50665
5467,-55.88315
5468,-175.64478
5469,-211.27042
5470,-487.99496
5471,-166.32271
5472,-85.333374
5473,-228.55634
5474,-245.07419
5475,-451.34924
5476,-145.69484
5477,-241.26778
5478,-355.70285
5479,-249.34564
5480,-225.45613
5481,-240.76361
5482,-215.32419
5483,-301.10547
5484,-402.77432
5485,-275.5348
5486,-485.93842
5487,-219.11661
5488,-321.9662
5489,-428.96408
5490,-278.22693
5491,-247.54272
5492,-339.50204
5493,-383.45364
5494,-384.49994
5495,-389.76663
5496,-383.25815
5497,-365.36975
5498,-484.2202
5499,-299.53516
5500,-268.71332
5501,-321.2289
5502,-185.36147
5503,-378.06973
5504,-223.95616
5505,-333.20886
5506,-198.70908
5507,-235.34203
5508,-70.439224
5509,-359.68854
5510,-374.7642
5511,-17.938751
5512,-202.81812
5513,-162.59901
5514,41.621086
5515,-173.1789
5516,-181.68387
5517,-157.25905
5518,-244.70853
5519,-397.10074
5520,-282.87524
5521,-187.17426
5522,-208.55714
5523,-403.64697
5524,-370.45474
5525,-290.08063
5526,-147.61433
5527,-468.74292
5528,-179.57556
5529,-273.7362
5530,-172.11403
5531,-69.019196
5532,-290.86993
5533,-170.26485
5534,-53.568295
5535,-164.47174
5536,-295.07758
5537,-343.35797
5538,-297.35303
5539,-315.2293
5540,-165.65605
5541,-336.06323
5542,-134.35593
5543,-137.41383
5544,-302.02933
5545,-131.6626
5546,-439.3518
5547,-227.10213
5548,-422.8381
5549,-245.65225
5550,-265.56277
5551,-376.50455
5552,-142.4075
5553,-252.85083
5554,-278.34454
5555,-464.0253
5556,-278.918
5557,-289.72516
5558,-203.21036
5559,-180.58417
5560,-183.57788
5561,-142.23112
5562,-140.63756
5563,-427.73068
5564,-228.66287
5565,-191.54778
5566,-293.2065
5567,-226.85654
5568,-227.9645
5569,-380.36057
5570,-318.28427
5571,-158.13177
5572,-291.24878
5573,-141.22723
5574,-130.52608
5575,-223.44083
5576,-279.5208
5577,-179.78418
5578,-77.427284
5579,-436.58304
5580,-488.94067
5581,-148.35515
5582,-388.52896
5583,-430.23087
5584,-196.94165
5585,-180.52644
5586,-298.97162
5587,-8.952936
5588,-221.43698
5589,-167.70502
5590,-304.6493
5591,-336.93106
5592,-322.0152
5593,-326.19553
5594,-266.3027
5595,-145.94827
5596,-207.91344
5597,-412.59622
